timestamp,sequence,battery,flags,EEG-ch1,EEG-ch2,EEG-ch3,EEG-ch4,EEG-ch5,EEG-ch6,EEG-ch7,EEG-ch8,EEG-ch9,EEG-ch10,EEG-ch11,EEG-ch12,EEG-ch13,EEG-ch14,EEG-ch15,EEG-ch16
158241833819,6859,-2,0,-3705.5503904588,-10790.2040333136,23689.2889445858,-11583.1728352647,9954.9524849027,-1.4236205283,13349.6547246258,20268.3774859061,-9533.2566161100,-11368.2061354938,7809.1304793896,1248.3205201561,-15455.7613677088,5919.1464672757,-18755.2513797923,-6202.5199585852
158241833819,6859,-2,0,-3692.2876009217,-10787.6731523744,23702.1258647340,-11575.6653663249,9957.0331610594,4.3438677658,13351.2365252127,20262.6099976120,-9532.2710326673,-11365.7604284324,7808.5707653357,1248.9045696036,-15454.5689334201,5916.3965677937,-18756.2369632350,-6203.0066664581
158241833819,6859,-2,0,-3691.8738992298,-10790.5325611278,23707.2728004901,-11576.3224219534,9954.3927708488,4.4898801277,13350.7376496430,20254.1291129264,-9533.1592745354,-11365.7725961292,7807.5486788026,1247.8824830705,-15455.6761938310,5919.2924796375,-18755.9692739049,-6206.0972614511
158241833819,6859,-2,0,-3705.1123533731,-10794.1341993874,23699.1447790124,-11582.1994195189,9949.6352013911,-0.2676893301,13346.9169928406,20244.8086571601,-9536.1525279539,-11367.9871169510,7804.1417236922,1244.7067141997,-15458.8519627018,5919.3898212121,-18755.8110938462,-6206.3527830844
158241833819,6859,-2,0,-3709.9307613150,-10796.4095586933,23687.8166532702,-11585.2900145119,9949.8055491466,-2.8959118439,13342.1837587765,20238.3719455407,-9538.0141855678,-11371.1872212154,7803.0101278877,1242.3948518033,-15460.2390801396,5912.2108800866,-18754.3388025306,-6206.2919446003
158241833819,6859,-2,0,-3704.1754407178,-10791.7249954164,23688.9725844684,-11580.9704821397,9951.6307036700,-1.9103284012,13342.5366219843,20238.8464857168,-9535.5563108095,-11368.4251540366,7804.8352824111,1244.0253231776,-15459.1683228192,5911.2617997344,-18749.6542392538,-6203.3108588786
158241866290,6860,-2,0,-3694.3682770785,-10785.9331717287,23703.7806715019,-11574.3634227649,9958.4446138909,4.6602278832,13347.5375453786,20242.5819686415,-9529.6671455472,-11361.5625730284,7809.8362058053,1247.5661229531,-15454.5445980265,5919.6331751486,-18745.0061790674,-6197.4946997973
158241866290,6860,-2,0,-3688.9779873859,-10783.3049492150,23713.0159533905,-11572.4044235764,9959.8317313287,6.9599225827,13351.2608606064,20246.0984330233,-9526.3696997082,-11359.2020398448,7813.1823224316,1250.0361654081,-15453.2791575569,5924.2568999413,-18746.1377748719,-6196.4726132642
158241866290,6860,-2,0,-3701.0970134216,-10789.4374684137,23704.4012240399,-11580.3377619049,9956.1814222818,2.9445826312,13350.2144386796,20243.4458751159,-9528.8884129506,-11363.4363983392,7813.3405024903,1249.3669420829,-15454.2769086964,5920.8134417404,-18748.4496372683,-6196.8254764720
158241866290,6860,-2,0,-3710.7216616085,-10792.4307218322,23690.5665527522,-11585.7158839007,9955.3296835042,0.0851738778,13349.5208799607,20242.2047700400,-9529.3386177330,-11365.2372174690,7814.4842659917,1249.3426066892,-15453.6076853711,5917.8080206251,-18748.5956496302,-6196.9228180466
158241866290,6860,-2,0,-3704.5769747129,-10791.3721322086,23689.2402737985,-11579.5590293083,9956.8871486976,2.0685084599,13350.9566681858,20244.0664276539,-9529.2169407648,-11364.3003048136,7815.8713834295,1249.1479235400,-15451.7703631509,5916.0437045858,-18747.4518861288,-6197.9935753670
158241866290,6860,-2,0,-3693.5773767850,-10790.4473872500,23700.2277040296,-11573.0493115080,9959.5518743018,4.0640107389,13352.1004316872,20247.6437305198,-9528.2435250190,-11363.1322059186,7815.2021601042,1249.5007867479,-15451.0768044320,5916.3357293096,-18747.7439108526,-6199.6727175286
158241866290,6860,-2,0,-3692.3971101932,-10791.5668153577,23707.2971358837,-11572.0758957622,9957.7145520815,2.5187132423,13352.3072825332,20249.4445496496,-9529.0465930093,-11364.0691185740,7813.5351856395,1249.6102960193,-15453.6563561584,5920.2415599897,-18745.2860360943,-6200.3297731570
158241866290,6860,-2,0,-3699.7950698615,-10791.2261198467,23703.1601189639,-11578.9871475576,9952.8839764428,-0.0121676968,13349.8615754718,20247.3760411897,-9532.0398464277,-11365.8942730974,7812.4644283191,1249.2087620242,-15456.3332494595,5918.5989209186,-18742.0859318299,-6199.1616742620
158241927534,6861,-2,0,-3706.0370983317,-10791.4086352990,23691.9049994027,-11582.8443074505,9950.0975738704,-2.4213716678,13345.3108568600,20244.1150984412,-9532.9280882958,-11368.4859925207,7810.4080875560,1246.2885147867,-15457.8542115623,5917.3699835395,-18742.3414534632,-6198.4194447558
158241927534,6861,-2,0,-3704.8811671335,-10788.7439096948,23688.5345473828,-11580.6541220223,9951.2778404622,-1.6426390711,13345.4203661314,20244.4071231649,-9533.2809515036,-11367.6464214399,7810.5906030083,1246.8603965373,-15456.5401003055,5917.7228467474,-18744.1787756835,-6198.6627986923
158241927534,6861,-2,0,-3693.4556998168,-10785.6411470050,23699.1447790124,-11570.6036044466,9954.6726278758,2.7133963915,13350.2752771637,20249.8947544321,-9531.1029337723,-11364.7748449897,7812.6712791651,1249.3061035987,-15455.1408151708,5918.9396164297,-18746.9651782559,-6199.2225127461
158241927534,6861,-2,0,-3687.7977207941,-10784.6920666528,23712.3588977621,-11566.9289600061,9955.7190498026,2.9932534184,13354.6313126263,20254.4698084375,-9530.3850396598,-11364.4341494787,7816.3337559088,1252.4940401664,-15453.1818159823,5922.0545468163,-18747.3058737669,-6197.4825321005
158241927534,6861,-2,0,-3694.8671526482,-10786.5780596603,23709.5238244023,-11570.3480828133,9954.9524849027,0.1825154523,13355.5317221912,20253.2530387552,-9531.6748155230,-11366.5756641195,7817.4653517133,1253.5282943963,-15453.1574805887,5922.5899254765,-18744.9696759769,-6196.4117747800
158241927534,6861,-2,0,-3702.6058078276,-10788.4032141838,23696.0785194130,-11577.5270239388,9951.4481882177,-4.6967309737,13350.5673018875,20248.0330968181,-9535.2399506921,-11371.6130906042,7812.9998069793,1248.9897434814,-15455.3963368041,5916.3600647032,-18747.4032153415,-6197.8962337924
158241927534,6861,-2,0,-3702.8613294609,-10789.2427852645,23688.4737088986,-11577.9285579340,9951.1561634939,-4.4655447340,13347.1360113834,20244.2002723189,-9534.6559012446,-11372.0024569025,7810.3594167687,1245.4124406154,-15455.4085045009,5912.8436003214,-18746.9530105591,-6200.2567669761
158241927534,6861,-2,0,-3694.3196062912,-10785.7141531859,23697.0154320683,-11571.3580016496,9955.6338759248,-0.6205525380,13349.5817184448,20245.5143835758,-9532.4048773324,-11368.0479554351,7809.6171872625,1246.4953656326,-15453.3521637379,5915.8246860430,-18745.5658931213,-6199.0399972938
158241988807,6862,-2,0,-3686.2037525103,-10783.9376694497,23709.5481597960,-11567.0628046711,9954.1372492156,-0.9125772617,13348.9733336037,20249.2863695909,-9532.0885172150,-11367.5490798653,7809.8848765926,1247.9189861609,-15456.1142309167,5918.2217223171,-18745.8457501482,-6198.8088110542
158241988807,6862,-2,0,-3693.6868860564,-10786.8944197777,23706.2020431697,-11573.8402118015,9948.5279409802,-5.0739295752,13347.5740484690,20249.6148974051,-9537.6978254504,-11372.4769970786,7808.2787406120,1247.6269614372,-15459.6428629953,5916.0558722826,-18744.8723344024,-6200.0985869174
158241988807,6862,-2,0,-3707.8379174615,-10790.3865487659,23690.1771864539,-11582.8929782378,9939.9375470232,-12.3502122753,13342.8043113144,20245.8429113900,-9542.3458856367,-11378.6825224583,7804.4702515064,1245.3029313440,-15463.7190414310,5913.1842958324,-18744.7141543437,-6203.2013496072
158241988807,6862,-2,0,-3708.2759545471,-10791.0679397880,23681.9639910984,-11584.0124063455,9939.5116776344,-13.1046094783,13342.3784419256,20244.4314585586,-9544.1102016761,-11379.7411120819,7803.9957113303,1244.0983293585,-15465.0574880815,5911.5781598518,-18746.6244827449,-6205.1968518862
158241988807,6862,-2,0,-3696.1447608146,-10789.8024993184,23690.0068386983,-11576.5414404962,9942.9916389258,-8.7607417125,13344.7146397156,20249.2011957131,-9540.9952712894,-11376.1759769128,7805.6991888855,1245.1325835885,-15463.8650537929,5915.4109843510,-18747.3910476447,-6204.8074855879
158241988807,6862,-2,0,-3688.8319750240,-10788.2328664282,23704.2430439812,-11570.3480828133,9947.2503328138,-4.1370169198,13351.2365252127,20254.8226716453,-9537.5883161790,-11372.0511276898,7808.7897838785,1249.5981283225,-15460.5554402570,5918.8666102487,-18746.2594518402,-6203.8462375389
158241988807,6862,-2,0,-3691.0829989363,-10787.4054630443,23708.4652347787,-11568.6324375613,9949.8907230244,-0.2920247238,13353.3658721568,20257.0980309512,-9535.0939383303,-11370.2503085600,7811.1381493654,1250.7053887334,-15457.1484851466,5922.8941178971,-18745.3468745785,-6201.9359091377
158241988807,6862,-2,0,-3694.9279911323,-10786.3590411175,23704.5107333113,-11571.4553432242,9954.2224230933,0.9247449585,13352.0395932031,20255.6257396357,-9532.0520141245,-11367.6707568336,7812.7686207397,1250.8027303080,-15453.2183190728,5927.9072089882,-18743.3148692090,-6197.0688304085
158241997618,6863,-2,0,-3694.7576433768,-10784.0471787211,23699.9965177900,-11568.7297791359,9957.7997259593,4.1005138293,13352.8791642838,20253.0826909997,-9527.0024199430,-11362.6211626520,7813.7907072728,1250.0361654081,-15448.8744513070,5931.9955551207,-18740.7109820889,-6194.4284401979
158241997618,6863,-2,0,-3684.6584550138,-10778.3648643048,23704.8270934287,-11560.5530868708,9959.3815265463,8.5660585634,13354.0959339661,20254.3602991661,-9522.9627445978,-11356.2817926073,7815.9565573073,1252.2020154426,-15445.7595209203,5933.9423866124,-18736.1724311740,-6191.1674974493
158241997618,6863,-2,0,-3676.8224582598,-10774.9335738008,23719.1971433766,-11555.3939834179,9966.9741693638,14.4795592193,13359.8390868666,20260.8213461791,-9520.4075282650,-11350.7454905529,7819.5460278700,1255.6089705530,-15445.9663717663,5937.6170310529,-18731.2201785670,-6188.5514426324
158241997618,6863,-2,0,-3684.5246103487,-10777.0264176543,23721.3994965015,-11560.3705714185,9965.2463564149,12.7030754832,13359.8877576539,20261.7460911376,-9519.9208203921,-11351.7067386019,7822.7461321345,1259.2592795999,-15445.8811978886,5940.5859490777,-18726.8276400139,-6185.3878414585
158241997618,6863,-2,0,-3695.8649037877,-10784.0836818116,23708.7572595025,-11569.8248718499,9962.2409352996,8.4200462015,13357.7705784067,20259.6410795872,-9522.6098813899,-11355.6369046757,7823.8655602422,1258.3832054287,-15446.4895827297,5942.6666252344,-18727.3630186741,-6184.0737302016
158241997618,6863,-2,0,-3697.2520212255,-10788.6465681202,23698.2687048411,-11573.4265101095,9958.3594400131,3.7476506215,13355.3127036484,20255.6622427261,-9525.1650977227,-11360.6134926763,7823.6343740025,1255.4994612816,-15449.8113639624,5936.4245967642,-18732.4977867334,-6187.9308900944
158241997618,6863,-2,0,-3695.1226742815,-10790.2040333136,23696.7720781319,-11571.5526847988,9955.5852051375,0.8760741713,13353.2198597949,20255.9177643594,-9528.9249160410,-11365.2980559531,7820.2517542858,1253.7351452423,-15451.0403013415,5926.5200915504,-18738.7519829004,-6191.5446960509
158241997618,6863,-2,0,-3689.7932230730,-10789.5226422915,23705.6301614190,-11566.5152583141,9956.8506456071,2.1415146408,13355.9210884896,20260.9308554505,-9527.9393325984,-11364.1542924517,7821.3711823935,1254.4652070517,-15450.7604443146,5924.4637507873,-18738.3626166021,-6192.4207702221
158242006474,6864,-2,0,-3690.1947570682,-10788.0138478854,23710.7162586910,-11565.6756872333,9956.6681301547,-1.0707573204,13355.6047283722,20259.9209366142,-9527.7081463587,-11367.2327197479,7822.3932689266,1255.6941444308,-15450.9916305542,5922.3587392369,-18739.6523924653,-6192.0192362270
158242006474,6864,-2,0,-3703.1776895783,-10790.8975920325,23701.8338400102,-11570.9686353513,9954.5022801203,-2.4457070614,13355.5073867976,20259.8479304332,-9529.7036486377,-11369.3864020856,7820.0814065302,1253.1024250075,-15450.6265996495,5918.9274487328,-18743.3878753900,-6193.0169873664
158242006474,6864,-2,0,-3706.9375078966,-10791.5303122673,23694.1073525277,-11573.8280441047,9955.6703790153,-1.9833345821,13354.4731325676,20256.4774784133,-9530.4093750534,-11368.4859925207,7819.2540031463,1249.3669420829,-15447.5968431406,5916.1167107667,-18747.3545445542,-6193.0656581537
158242006474,6864,-2,0,-3695.5485436703,-10784.0106756307,23697.6481523031,-11565.4688363873,9957.6050428101,-0.7909002935,13355.0085112279,20256.6478261688,-9531.2124430438,-11368.1331293128,7815.5428556153,1248.4665325180,-15449.5923454196,5914.6322517543,-18751.0413566916,-6196.2900978118
158242006474,6864,-2,0,-3686.0577401484,-10775.6636356101,23706.6035771648,-11557.7301812079,9955.2931804137,-3.4191228072,13354.2662817217,20257.1953725258,-9534.3882119145,-11370.6640102520,7811.9168819620,1246.6900487818,-15451.7703631509,5911.8215137882,-18756.0666154795,-6202.5686293724
158242006474,6864,-2,0,-3686.4106033563,-10772.0133265633,23713.4418227793,-11556.2335544987,9952.6649579000,-5.5241343576,13353.1103505235,20258.7771731128,-9537.1624467902,-11373.9127853037,7811.1016462749,1246.2155086057,-15453.7536977330,5912.7219233531,-18755.4217275479,-6203.0918403358
158242006474,6864,-2,0,-3686.9459820165,-10772.5000344362,23708.9762780453,-11561.5386703135,9950.6329525306,-5.8648298687,13350.0197555305,20256.6964969561,-9537.7343285408,-11373.6815990641,7810.9069631257,1246.2033409089,-15455.4815106819,5915.9220276176,-18752.3676356453,-6201.4126981743
158242006474,6864,-2,0,-3686.6052865054,-10773.8871518740,23701.9190138880,-11566.4787552236,9951.3630143399,-1.4114528315,13349.3261968115,20255.4918949706,-9534.5098888828,-11371.4305751519,7812.9146331015,1246.9577381119,-15452.7802819872,5921.3001496133,-18747.1720291019,-6197.1783396799
158242018912,6865,-2,0,-3679.8765501623,-10773.5707917566,23705.1434535461,-11562.0132104896,9956.2787638564,2.7742348756,13354.1446047534,20259.7140857682,-9529.3386177330,-11365.0547020166,7815.7740418549,1250.4376994033,-15447.8280293802,5923.6971858874,-18742.9376706075,-6193.5767014203
158242018912,6865,-2,0,-3667.7331887331,-10770.5532029445,23717.5058335182,-11552.9361086597,9960.5252900476,7.5683074239,13359.5105590523,20264.1309597149,-9524.3011912483,-11359.8347600796,7819.8258848970,1255.2439396483,-15445.1511360792,5925.8995390124,-18738.0340887879,-6190.7659634542
158242018912,6865,-2,0,-3672.6002674622,-10773.2422639424,23722.2634029760,-11551.1717926204,9961.0485010110,6.8625810081,13362.5159801676,20267.4405732507,-9524.0456696150,-11359.5792384463,7822.5271135917,1257.4827958638,-15443.8856956096,5931.0708101621,-18734.5297921029,-6187.3833437374
158242018912,6865,-2,0,-3687.7612177036,-10776.6492190528,23714.2448907696,-11558.5819199855,9957.8848998370,2.4213716678,13359.5592298396,20264.9340277052,-9525.7856502607,-11363.1322059186,7821.2860085157,1257.1664357464,-15445.5039992871,5933.1514863189,-18735.8439033597,-6188.1742440309
158242018912,6865,-2,0,-3693.9180722960,-10778.5473797572,23700.6170703279,-11562.6094276339,9956.1692545850,-1.1315958045,13355.7385730372,20260.3468060030,-9529.4116239140,-11366.5756641195,7817.9763949799,1253.6378036677,-15448.7406066420,5927.9315443818,-18740.6623113016,-6190.8146342415
158242018912,6865,-2,0,-3686.8973112292,-10777.3671131654,23700.2642071201,-11561.5873411008,9955.8407267708,-1.2776081664,13352.7696550124,20257.6090742178,-9532.1493556991,-11369.3255636015,7814.2895828425,1250.5228732810,-15450.3710780162,5919.2803119407,-18742.1711057077,-6196.4117747800
158242018912,6865,-2,0,-3678.9153021133,-10777.5861317082,23708.3800609010,-11557.8883612666,9954.6117893917,-0.5110432666,13350.4212895256,20256.8181739243,-9533.5608085306,-11368.9483650000,7809.6050195657,1246.7508872659,-15455.2746598359,5919.1586349725,-18741.9642548617,-6199.9039037682
158242018912,6865,-2,0,-3674.5227635603,-10779.0584230237,23716.9096163739,-11559.2511433108,9950.8398033766,-1.8008191298,13348.2311040975,20256.5383168974,-9536.6392358268,-11371.2967304868,7806.6117661472,1245.8504777010,-15459.4116767557,5922.0667145132,-18739.7497340399,-6201.3518596902
158242141323,6869,-2,0,-3662.5254144928,-10773.4126116979,23727.1913201892,-11547.3633035148,9963.5915496470,10.0870206662,13359.1576958445,20265.2747232163,-9521.1132546807,-11354.6391535362,7819.1079907844,1253.7959837264,-15446.1123841282,5935.6093610771,-18732.4369482493,-6185.9597232091
158242141323,6869,-2,0,-3666.8936176523,-10774.2156796882,23732.0949020089,-11547.5336512703,9962.7398108694,10.3790453900,13360.8490057029,20266.6131698668,-9522.5733782995,-11355.3692153456,7819.9232264715,1255.5968028562,-15445.3944900156,5942.2407558456,-18734.3959474378,-6185.4608476394
158242141323,6869,-2,0,-3681.5070215366,-10779.4964601094,23719.9637082764,-11553.5931642881,9959.7952282382,8.1401891745,13359.4983913555,20265.2017170353,-9523.8996572532,-11357.5228976832,7821.0548222761,1255.5602997657,-15446.7451043630,5944.8446429657,-18734.8948230075,-6186.1787417519
158242141323,6869,-2,0,-3685.4371876104,-10780.3238634933,23709.5603274928,-11557.8031873889,9958.5784585559,5.1956065434,13355.4100452230,20261.6000787757,-9528.1583511412,-11361.8911008427,7819.7285433224,1251.7518106602,-15448.4120788277,5934.6237776344,-18738.5329643576,-6189.5491937719
158242141323,6869,-2,0,-3680.3024195512,-10776.8925729893,23712.7604317572,-11555.9536974718,9958.9921602479,4.0396753452,13356.0792685483,20262.3179728883,-9527.5012955128,-11362.7793427107,7820.6897913714,1252.5427109536,-15448.3512403436,5928.8441216435,-18737.3161946753,-6190.5712803050
158242141323,6869,-2,0,-3673.0261368510,-10773.7533072089,23725.6216872991,-11549.7968428794,9959.0286633384,5.3902896926,13356.8093303577,20266.1142942970,-9525.7491471702,-11359.6035738400,7823.6343740025,1255.5116289784,-15446.4287442456,5928.5764323134,-18733.3860286015,-6188.6366165102
158242141323,6869,-2,0,-3672.1743980734,-10775.9678280307,23729.6613626443,-11551.2204634076,9961.1458425856,6.0108422305,13358.3302924605,20267.5987533094,-9524.2768558547,-11359.2750460257,7825.3865223450,1257.3246158051,-15446.7451043630,5928.8927924308,-18726.4139383220,-6185.8623816345
158242141323,6869,-2,0,-3682.8333004903,-10779.1070938110,23720.9736271127,-11560.4800806899,9956.1205837977,2.4457070614,13353.8282446360,20264.0579535340,-9527.6473078746,-11362.3291379283,7823.8290571517,1254.4043685676,-15450.8212827987,5927.9558797755,-18726.5842860775,-6185.8988847250
158242171365,6870,-2,0,-3690.0000739190,-10782.5018812246,23707.8568499376,-11565.0673023922,9952.4946101445,-0.2190185428,13348.5352965181,20257.7672542765,-9530.9447537136,-11364.5436587501,7820.5924497968,1250.3403578287,-15454.7757842661,5926.8972901519,-18731.8285634082,-6188.7826288721
158242171365,6870,-2,0,-3681.7503754731,-10783.1954399435,23707.3093035806,-11560.0177082106,9953.5653674649,1.7643160393,13347.3793653199,20256.4774784133,-9529.9104994837,-11363.0591997377,7819.2540031463,1247.0185765960,-15455.0799766867,5926.9337932423,-18734.3351089537,-6189.1841628672
158242171365,6870,-2,0,-3669.1324738677,-10777.9876657033,23724.3440791327,-11552.6805870264,9958.9556571575,6.8747487050,13350.7498173398,20259.2760486825,-9527.7446494492,-11359.2507106321,7820.8479714301,1246.7630549628,-15453.6076853711,5930.7544500447,-18736.9146606802,-6190.4374356400
158242171365,6870,-2,0,-3668.7187721757,-10777.1845977130,23735.3680124543,-11553.0212825374,9959.6370481795,8.4808846856,13353.2928659758,20260.8578492695,-9525.8586564417,-11356.9875190230,7820.8966422174,1246.9090673246,-15451.6730215763,5932.2875798444,-18734.9069907044,-6188.3932625737
158242171365,6870,-2,0,-3679.4385130767,-10779.0340876301,23729.0651455000,-11559.7743542742,9957.3373534800,5.8283267782,13351.1148482445,20258.5824899636,-9528.2921958062,-11360.4796480112,7819.4365185986,1246.5805395104,-15452.6829404126,5930.9856362844,-18732.3639420684,-6188.3689271801
158242171365,6870,-2,0,-3684.1595794440,-10779.8128202268,23720.0975529415,-11564.2764020987,9956.1205837977,3.6381413501,13348.9733336037,20254.9808517040,-9529.1195991902,-11362.5603241679,7817.1368238991,1245.3272667376,-15453.3521637379,5928.6494384944,-18726.4504414124,-6188.3080886960
158242171365,6870,-2,0,-3679.8643824655,-10777.7686471605,23718.3697399926,-11560.6747638391,9957.4590304482,6.2298607733,13349.2166875401,20257.1101986481,-9525.9925011067,-11359.0316920893,7816.5041036643,1246.6413779945,-15451.9285432096,5930.9978039812,-18724.4671068303,-6186.7262881090
158242171365,6870,-2,0,-3670.1667280976,-10776.0895049989,23731.0119769916,-11552.7535932073,9960.7808116809,10.3547099963,13353.7795738487,20263.0723700913,-9523.9604957373,-11353.8969240300,7817.1854946864,1251.3381089682,-15450.9794628574,5933.5895234045,-18724.2115851970,-6186.4099279916
158242340905,6873,-2,0,-3696.5462948098,-10798.2103778231,23716.4107408041,-11572.7572867843,9939.5968515122,-8.7364063189,13334.2990912352,20253.4598896012,-9539.1579490691,-11368.2183031906,7805.4801703427,1239.6936231086,-15469.3770204537,5931.9103812429,-18726.0002366300,-6193.8200553567
158242340905,6873,-2,0,-3705.9640921507,-10798.4658994563,23706.7009187394,-11577.1863284278,9939.1466467297,-10.5737285391,13333.4960232449,20250.5761454541,-9538.8172535581,-11369.5932529316,7805.9060397315,1239.5597784436,-15468.4644431919,5932.2267413603,-18724.7591315540,-6192.5667825840
158242340905,6873,-2,0,-3702.7639878863,-10793.8908454509,23704.8270934287,-11574.5216028236,9942.7969557766,-7.3614565779,13334.5789482621,20248.8118294148,-9536.9920990346,-11368.1574647065,7807.7555296486,1239.8761385610,-15465.6537052258,5929.9270466608,-18726.4382737156,-6191.6055345350
158242340905,6873,-2,0,-3692.7864764915,-10789.9728470739,23713.3201458111,-11566.6977737664,9946.3985940362,-1.9346637948,13336.6231213284,20250.9411763588,-9534.9965967557,-11365.1520435912,7809.1426470864,1241.0685728496,-15464.5099417245,5929.9027112671,-18727.7767203661,-6192.4572733126
158242340905,6873,-2,0,-3685.8022185151,-10791.8466723847,23726.4125875926,-11563.2056447782,9947.7492083835,0.2068508460,13339.3121823263,20251.9997659824,-9533.2444484132,-11363.2538828868,7810.0308889545,1241.8229700526,-15465.4833574703,5933.1879894093,-18727.4238571583,-6192.5059440999
158242340905,6873,-2,0,-3689.5011983493,-10797.1396205026,23728.2012390255,-11567.4643386663,9945.5103521681,-1.4844590124,13338.0832449471,20252.9366786378,-9534.9479259684,-11364.4463171755,7811.0529754876,1242.4191871970,-15466.7853010304,5934.8914669645,-18723.8465542923,-6191.5690314445
158242340905,6873,-2,0,-3701.7784044436,-10799.7800107132,23714.8289402171,-11572.1610696399,9941.6410245784,-5.1956065434,13337.0368230204,20250.3692946082,-9536.9799313378,-11368.0357877383,7810.3959198592,1240.4358526148,-15467.2476735096,5931.1316486463,-18723.9682312605,-6192.0922424079
158242340905,6873,-2,0,-3705.0271794954,-10801.2401343320,23704.3647209494,-11575.2760000266,9940.0105532041,-8.0550152968,13334.1530788733,20246.8041594390,-9539.9366816658,-11371.2723950932,7808.1327282501,1237.1992452599,-15469.1701696077,5925.5466758045,-18730.7578060877,-6194.2337570487
158242347443,6874,-2,0,-3698.0064184285,-10800.2545508893,23706.8347634045,-11569.5936856103,9939.6698576931,-7.7629905730,13334.5789482621,20247.7654074880,-9541.4576437687,-11371.5035813328,7806.7212754186,1235.7877924285,-15470.5451193487,5922.2857330560,-18735.8560710566,-6197.5555382814
158242347443,6874,-2,0,-3688.8198073272,-10798.1130362485,23720.6937700858,-11563.4855018052,9941.2273228864,-5.4389604799,13335.1143269223,20251.7077412587,-9541.1534513481,-11369.3377312983,7806.8551200837,1237.1870775631,-15469.5595359060,5926.6417685186,-18735.0651707631,-6196.0589115722
158242347443,6874,-2,0,-3692.5309548582,-10799.3054705371,23724.0885574994,-11565.0673023922,9941.9573846958,-5.6093082354,13338.0345741599,20254.1412806233,-9539.1822844628,-11368.4008186429,7808.6437715167,1239.8396354705,-15468.7443002189,5932.8594615951,-18731.4270294130,-6194.8056387994
158242347443,6874,-2,0,-3699.6733928933,-10801.3861466938,23715.6928466916,-11569.3746670675,9940.5459318643,-6.9599225827,13336.9759845363,20252.8393370632,-9539.4013030056,-11369.1308804523,7808.6681069103,1240.5696972799,-15468.7077971284,5934.2830821234,-18729.9304027038,-6193.4428567552
