timestamp,sequence,battery,flags,Photodiode-ch1
158681381824,14587,-2,0,106451.6129032258
158681381824,14587,-2,0,12903.2258064516
158681381824,14587,-2,0,3225.8064516129
158681381824,14587,-2,0,3225.8064516129
158681381824,14587,-2,0,3225.8064516129
158681381824,14587,-2,0,3225.8064516129
158681381824,14587,-2,0,3225.8064516129
158681381824,14587,-2,0,3225.8064516129
158681400523,14588,-2,0,109677.4193548387
158681400523,14588,-2,0,12903.2258064516
158681400523,14588,-2,0,3225.8064516129
158681400523,14588,-2,0,3225.8064516129
158681400523,14588,-2,0,3225.8064516129
158681400523,14588,-2,0,6451.6129032258
158681400523,14588,-2,0,3225.8064516129
158681400523,14588,-2,0,3225.8064516129
158681423181,14589,-2,0,109677.4193548387
158681423181,14589,-2,0,12903.2258064516
158681423181,14589,-2,0,3225.8064516129
158681423181,14589,-2,0,3225.8064516129
158681423181,14589,-2,0,3225.8064516129
158681423181,14589,-2,0,6451.6129032258
158681423181,14589,-2,0,3225.8064516129
158681423181,14589,-2,0,3225.8064516129
158681456706,14590,-2,0,109677.4193548387
158681456706,14590,-2,0,12903.2258064516
158681456706,14590,-2,0,3225.8064516129
158681456706,14590,-2,0,3225.8064516129
158681456706,14590,-2,0,3225.8064516129
158681456706,14590,-2,0,6451.6129032258
158681456706,14590,-2,0,3225.8064516129
158681456706,14590,-2,0,3225.8064516129
158681486839,14591,-2,0,109677.4193548387
158681486839,14591,-2,0,12903.2258064516
158681486839,14591,-2,0,3225.8064516129
158681486839,14591,-2,0,3225.8064516129
158681486839,14591,-2,0,3225.8064516129
158681486839,14591,-2,0,6451.6129032258
158681486839,14591,-2,0,3225.8064516129
158681486839,14591,-2,0,3225.8064516129
158681519284,14592,-2,0,109677.4193548387
158681519284,14592,-2,0,12903.2258064516
158681519284,14592,-2,0,3225.8064516129
158681519284,14592,-2,0,3225.8064516129
158681519284,14592,-2,0,3225.8064516129
158681519284,14592,-2,0,3225.8064516129
158681519284,14592,-2,0,3225.8064516129
158681519284,14592,-2,0,3225.8064516129
158681551831,14593,-2,0,109677.4193548387
158681551831,14593,-2,0,12903.2258064516
158681551831,14593,-2,0,3225.8064516129
158681551831,14593,-2,0,3225.8064516129
158681551831,14593,-2,0,3225.8064516129
158681551831,14593,-2,0,6451.6129032258
158681551831,14593,-2,0,3225.8064516129
158681551831,14593,-2,0,3225.8064516129
158681584105,14594,-2,0,109677.4193548387
158681584105,14594,-2,0,12903.2258064516
158681584105,14594,-2,0,3225.8064516129
158681584105,14594,-2,0,3225.8064516129
158681584105,14594,-2,0,3225.8064516129
158681584105,14594,-2,0,6451.6129032258
158681584105,14594,-2,0,3225.8064516129
158681584105,14594,-2,0,3225.8064516129
158681639231,14595,-2,0,109677.4193548387
158681639231,14595,-2,0,12903.2258064516
158681639231,14595,-2,0,3225.8064516129
158681639231,14595,-2,0,3225.8064516129
158681639231,14595,-2,0,3225.8064516129
158681639231,14595,-2,0,6451.6129032258
158681639231,14595,-2,0,3225.8064516129
158681639231,14595,-2,0,3225.8064516129
158681700365,14596,-2,0,109677.4193548387
158681700365,14596,-2,0,12903.2258064516
158681700365,14596,-2,0,3225.8064516129
158681700365,14596,-2,0,3225.8064516129
158681700365,14596,-2,0,3225.8064516129
158681700365,14596,-2,0,6451.6129032258
158681700365,14596,-2,0,3225.8064516129
158681700365,14596,-2,0,3225.8064516129
158681710509,14597,-2,0,109677.4193548387
158681710509,14597,-2,0,12903.2258064516
158681710509,14597,-2,0,3225.8064516129
158681710509,14597,-2,0,3225.8064516129
158681710509,14597,-2,0,3225.8064516129
158681710509,14597,-2,0,6451.6129032258
158681710509,14597,-2,0,3225.8064516129
158681710509,14597,-2,0,3225.8064516129
158681722998,14598,-2,0,109677.4193548387
158681722998,14598,-2,0,12903.2258064516
158681722998,14598,-2,0,3225.8064516129
158681722998,14598,-2,0,3225.8064516129
158681722998,14598,-2,0,3225.8064516129
158681722998,14598,-2,0,6451.6129032258
158681722998,14598,-2,0,3225.8064516129
158681722998,14598,-2,0,3225.8064516129
158681752017,14599,-2,0,109677.4193548387
158681752017,14599,-2,0,12903.2258064516
158681752017,14599,-2,0,3225.8064516129
158681752017,14599,-2,0,3225.8064516129
158681752017,14599,-2,0,3225.8064516129
158681752017,14599,-2,0,6451.6129032258
158681752017,14599,-2,0,3225.8064516129
158681752017,14599,-2,0,3225.8064516129
158681776716,14600,-2,0,109677.4193548387
158681776716,14600,-2,0,12903.2258064516
158681776716,14600,-2,0,3225.8064516129
158681776716,14600,-2,0,3225.8064516129
158681776716,14600,-2,0,3225.8064516129
158681776716,14600,-2,0,3225.8064516129
158681776716,14600,-2,0,3225.8064516129
158681776716,14600,-2,0,3225.8064516129
158681806802,14601,-2,0,109677.4193548387
158681806802,14601,-2,0,12903.2258064516
158681806802,14601,-2,0,3225.8064516129
158681806802,14601,-2,0,3225.8064516129
158681806802,14601,-2,0,3225.8064516129
158681806802,14601,-2,0,6451.6129032258
158681806802,14601,-2,0,3225.8064516129
158681806802,14601,-2,0,3225.8064516129
158681842034,14602,-2,0,109677.4193548387
158681842034,14602,-2,0,12903.2258064516
158681842034,14602,-2,0,3225.8064516129
158681842034,14602,-2,0,3225.8064516129
158681842034,14602,-2,0,3225.8064516129
158681842034,14602,-2,0,6451.6129032258
158681842034,14602,-2,0,3225.8064516129
158681842034,14602,-2,0,3225.8064516129
158681865490,14603,-2,0,109677.4193548387
158681865490,14603,-2,0,12903.2258064516
158681865490,14603,-2,0,3225.8064516129
158681865490,14603,-2,0,3225.8064516129
158681865490,14603,-2,0,3225.8064516129
158681865490,14603,-2,0,6451.6129032258
158681865490,14603,-2,0,3225.8064516129
158681865490,14603,-2,0,3225.8064516129
158681895427,14604,-2,0,109677.4193548387
158681895427,14604,-2,0,12903.2258064516
158681895427,14604,-2,0,3225.8064516129
158681895427,14604,-2,0,3225.8064516129
158681895427,14604,-2,0,3225.8064516129
158681895427,14604,-2,0,6451.6129032258
158681895427,14604,-2,0,3225.8064516129
158681895427,14604,-2,0,3225.8064516129
158681942866,14605,-2,0,109677.4193548387
158681942866,14605,-2,0,12903.2258064516
158681942866,14605,-2,0,3225.8064516129
158681942866,14605,-2,0,3225.8064516129
158681942866,14605,-2,0,3225.8064516129
158681942866,14605,-2,0,6451.6129032258
158681942866,14605,-2,0,3225.8064516129
158681942866,14605,-2,0,3225.8064516129
158681960371,14606,-2,0,109677.4193548387
158681960371,14606,-2,0,12903.2258064516
158681960371,14606,-2,0,3225.8064516129
158681960371,14606,-2,0,3225.8064516129
158681960371,14606,-2,0,3225.8064516129
158681960371,14606,-2,0,6451.6129032258
158681960371,14606,-2,0,3225.8064516129
158681960371,14606,-2,0,3225.8064516129
158682031834,14607,-2,0,109677.4193548387
158682031834,14607,-2,0,12903.2258064516
158682031834,14607,-2,0,3225.8064516129
158682031834,14607,-2,0,3225.8064516129
158682031834,14607,-2,0,3225.8064516129
158682031834,14607,-2,0,6451.6129032258
158682031834,14607,-2,0,3225.8064516129
158682031834,14607,-2,0,3225.8064516129
158682060639,14608,-2,0,109677.4193548387
158682060639,14608,-2,0,12903.2258064516
158682060639,14608,-2,0,3225.8064516129
158682060639,14608,-2,0,3225.8064516129
158682060639,14608,-2,0,3225.8064516129
158682060639,14608,-2,0,6451.6129032258
158682060639,14608,-2,0,3225.8064516129
158682060639,14608,-2,0,3225.8064516129
158682089597,14609,-2,0,109677.4193548387
158682089597,14609,-2,0,12903.2258064516
158682089597,14609,-2,0,3225.8064516129
158682089597,14609,-2,0,3225.8064516129
158682089597,14609,-2,0,3225.8064516129
158682089597,14609,-2,0,3225.8064516129
158682089597,14609,-2,0,3225.8064516129
158682089597,14609,-2,0,3225.8064516129
158682092167,14610,-2,0,109677.4193548387
158682092167,14610,-2,0,12903.2258064516
158682092167,14610,-2,0,3225.8064516129
158682092167,14610,-2,0,3225.8064516129
158682092167,14610,-2,0,3225.8064516129
158682092167,14610,-2,0,6451.6129032258
158682092167,14610,-2,0,3225.8064516129
158682092167,14610,-2,0,3225.8064516129
158682118411,14611,-2,0,109677.4193548387
158682118411,14611,-2,0,12903.2258064516
158682118411,14611,-2,0,3225.8064516129
158682118411,14611,-2,0,3225.8064516129
158682118411,14611,-2,0,3225.8064516129
158682118411,14611,-2,0,6451.6129032258
158682118411,14611,-2,0,3225.8064516129
158682118411,14611,-2,0,3225.8064516129
158682143097,14612,-2,0,109677.4193548387
158682143097,14612,-2,0,12903.2258064516
158682143097,14612,-2,0,3225.8064516129
158682143097,14612,-2,0,3225.8064516129
158682143097,14612,-2,0,3225.8064516129
158682143097,14612,-2,0,6451.6129032258
158682143097,14612,-2,0,3225.8064516129
158682143097,14612,-2,0,3225.8064516129
158682174356,14613,-2,0,109677.4193548387
158682174356,14613,-2,0,12903.2258064516
158682174356,14613,-2,0,3225.8064516129
158682174356,14613,-2,0,3225.8064516129
158682174356,14613,-2,0,3225.8064516129
158682174356,14613,-2,0,6451.6129032258
158682174356,14613,-2,0,3225.8064516129
158682174356,14613,-2,0,3225.8064516129
158682205603,14614,-2,0,109677.4193548387
158682205603,14614,-2,0,12903.2258064516
158682205603,14614,-2,0,3225.8064516129
158682205603,14614,-2,0,3225.8064516129
158682205603,14614,-2,0,3225.8064516129
158682205603,14614,-2,0,6451.6129032258
158682205603,14614,-2,0,3225.8064516129
158682205603,14614,-2,0,3225.8064516129
158682236871,14615,-2,0,109677.4193548387
158682236871,14615,-2,0,12903.2258064516
158682236871,14615,-2,0,3225.8064516129
158682236871,14615,-2,0,3225.8064516129
158682236871,14615,-2,0,3225.8064516129
158682236871,14615,-2,0,6451.6129032258
158682236871,14615,-2,0,3225.8064516129
158682236871,14615,-2,0,3225.8064516129
158682269250,14616,-2,0,109677.4193548387
158682269250,14616,-2,0,12903.2258064516
158682269250,14616,-2,0,3225.8064516129
158682269250,14616,-2,0,3225.8064516129
158682269250,14616,-2,0,3225.8064516129
158682269250,14616,-2,0,6451.6129032258
158682269250,14616,-2,0,3225.8064516129
158682269250,14616,-2,0,3225.8064516129
158682300586,14617,-2,0,109677.4193548387
158682300586,14617,-2,0,12903.2258064516
158682300586,14617,-2,0,3225.8064516129
158682300586,14617,-2,0,3225.8064516129
158682300586,14617,-2,0,3225.8064516129
158682300586,14617,-2,0,6451.6129032258
158682300586,14617,-2,0,3225.8064516129
158682300586,14617,-2,0,3225.8064516129
158682330502,14618,5,0,109677.4193548387
158682330502,14618,5,0,12903.2258064516
158682330502,14618,5,0,3225.8064516129
158682330502,14618,5,0,3225.8064516129
158682330502,14618,5,0,3225.8064516129
158682330502,14618,5,0,6451.6129032258
158682330502,14618,5,0,3225.8064516129
158682330502,14618,5,0,3225.8064516129
158682423014,14619,5,0,109677.4193548387
158682423014,14619,5,0,12903.2258064516
158682423014,14619,5,0,3225.8064516129
158682423014,14619,5,0,3225.8064516129
158682423014,14619,5,0,3225.8064516129
158682423014,14619,5,0,6451.6129032258
158682423014,14619,5,0,3225.8064516129
158682423014,14619,5,0,3225.8064516129
158682437872,14620,5,0,109677.4193548387
158682437872,14620,5,0,12903.2258064516
158682437872,14620,5,0,3225.8064516129
158682437872,14620,5,0,3225.8064516129
158682437872,14620,5,0,3225.8064516129
158682437872,14620,5,0,6451.6129032258
158682437872,14620,5,0,3225.8064516129
158682437872,14620,5,0,3225.8064516129
158682449208,14621,5,0,109677.4193548387
158682449208,14621,5,0,12903.2258064516
158682449208,14621,5,0,3225.8064516129
158682449208,14621,5,0,3225.8064516129
158682449208,14621,5,0,3225.8064516129
158682449208,14621,5,0,6451.6129032258
158682449208,14621,5,0,3225.8064516129
158682449208,14621,5,0,3225.8064516129
158682476822,14622,5,0,109677.4193548387
158682476822,14622,5,0,12903.2258064516
158682476822,14622,5,0,3225.8064516129
158682476822,14622,5,0,3225.8064516129
158682476822,14622,5,0,3225.8064516129
158682476822,14622,5,0,6451.6129032258
158682476822,14622,5,0,3225.8064516129
158682476822,14622,5,0,3225.8064516129
