timestamp,sequence,battery,flags,D in-ch1
160571210304,30823,-2,0,0.0000000000
160571210304,30823,-2,0,0.0000000000
160571210304,30823,-2,0,0.0000000000
160571210304,30823,-2,0,0.0000000000
160571210304,30823,-2,0,0.0000000000
160571210304,30823,-2,0,0.0000000000
160571210304,30823,-2,0,0.0000000000
160571210304,30823,-2,0,0.0000000000
160571247719,30824,-2,0,0.0000000000
160571247719,30824,-2,0,0.0000000000
160571247719,30824,-2,0,0.0000000000
160571247719,30824,-2,0,0.0000000000
160571247719,30824,-2,0,0.0000000000
160571247719,30824,-2,0,0.0000000000
160571247719,30824,-2,0,0.0000000000
160571247719,30824,-2,0,0.0000000000
160571275051,30825,-2,0,0.0000000000
160571275051,30825,-2,0,0.0000000000
160571275051,30825,-2,0,0.0000000000
160571275051,30825,-2,0,0.0000000000
160571275051,30825,-2,0,0.0000000000
160571275051,30825,-2,0,0.0000000000
160571275051,30825,-2,0,0.0000000000
160571275051,30825,-2,0,0.0000000000
160571303763,30826,-2,0,0.0000000000
160571303763,30826,-2,0,0.0000000000
160571303763,30826,-2,0,0.0000000000
160571303763,30826,-2,0,0.0000000000
160571303763,30826,-2,0,0.0000000000
160571303763,30826,-2,0,0.0000000000
160571303763,30826,-2,0,0.0000000000
160571303763,30826,-2,0,0.0000000000
160571332826,30827,-2,0,0.0000000000
160571332826,30827,-2,0,0.0000000000
160571332826,30827,-2,0,0.0000000000
160571332826,30827,-2,0,0.0000000000
160571332826,30827,-2,0,0.0000000000
160571332826,30827,-2,0,0.0000000000
160571332826,30827,-2,0,0.0000000000
160571332826,30827,-2,0,0.0000000000
160571362520,30828,-2,0,0.0000000000
160571362520,30828,-2,0,0.0000000000
160571362520,30828,-2,0,0.0000000000
160571362520,30828,-2,0,0.0000000000
160571362520,30828,-2,0,0.0000000000
160571362520,30828,-2,0,0.0000000000
160571362520,30828,-2,0,0.0000000000
160571362520,30828,-2,0,0.0000000000
160571396537,30829,-2,0,0.0000000000
160571396537,30829,-2,0,0.0000000000
160571396537,30829,-2,0,0.0000000000
160571396537,30829,-2,0,0.0000000000
160571396537,30829,-2,0,0.0000000000
160571396537,30829,-2,0,0.0000000000
160571396537,30829,-2,0,0.0000000000
160571396537,30829,-2,0,0.0000000000
160571473666,30830,-2,0,0.0000000000
160571473666,30830,-2,0,0.0000000000
160571473666,30830,-2,0,0.0000000000
160571473666,30830,-2,0,0.0000000000
160571473666,30830,-2,0,0.0000000000
160571473666,30830,-2,0,0.0000000000
160571473666,30830,-2,0,0.0000000000
160571473666,30830,-2,0,0.0000000000
160571495094,30831,-2,0,0.0000000000
160571495094,30831,-2,0,0.0000000000
160571495094,30831,-2,0,0.0000000000
160571495094,30831,-2,0,0.0000000000
160571495094,30831,-2,0,0.0000000000
160571495094,30831,-2,0,0.0000000000
160571495094,30831,-2,0,0.0000000000
160571495094,30831,-2,0,0.0000000000
160571503808,30832,-2,0,0.0000000000
160571503808,30832,-2,0,0.0000000000
160571503808,30832,-2,0,0.0000000000
160571503808,30832,-2,0,0.0000000000
160571503808,30832,-2,0,0.0000000000
160571503808,30832,-2,0,0.0000000000
