timestamp,sequence,battery,flags,D in-ch1
154614608856,27297,-2,0,0.0000000000
154614608856,27297,-2,0,0.0000000000
154614608856,27297,-2,0,0.0000000000
154614608856,27297,-2,0,0.0000000000
154614608856,27297,-2,0,0.0000000000
154614608856,27297,-2,0,0.0000000000
154614608856,27297,-2,0,0.0000000000
154614608856,27297,-2,0,0.0000000000
154614611503,27298,-2,0,0.0000000000
154614611503,27298,-2,0,0.0000000000
154614611503,27298,-2,0,0.0000000000
154614611503,27298,-2,0,0.0000000000
154614611503,27298,-2,0,0.0000000000
154614611503,27298,-2,0,0.0000000000
154614611503,27298,-2,0,0.0000000000
154614611503,27298,-2,0,0.0000000000
154614621284,27299,-2,0,0.0000000000
154614621284,27299,-2,0,0.0000000000
154614621284,27299,-2,0,0.0000000000
154614621284,27299,-2,0,0.0000000000
154614621284,27299,-2,0,0.0000000000
154614621284,27299,-2,0,0.0000000000
154614621284,27299,-2,0,0.0000000000
154614621284,27299,-2,0,0.0000000000
154614650040,27300,-2,0,0.0000000000
154614650040,27300,-2,0,0.0000000000
154614650040,27300,-2,0,0.0000000000
154614650040,27300,-2,0,0.0000000000
154614650040,27300,-2,0,0.0000000000
154614650040,27300,-2,0,0.0000000000
154614650040,27300,-2,0,0.0000000000
154614650040,27300,-2,0,0.0000000000
154614681338,27301,-2,0,0.0000000000
154614681338,27301,-2,0,0.0000000000
154614681338,27301,-2,0,0.0000000000
154614681338,27301,-2,0,0.0000000000
154614681338,27301,-2,0,0.0000000000
154614681338,27301,-2,0,0.0000000000
154614681338,27301,-2,0,0.0000000000
154614681338,27301,-2,0,0.0000000000
154614710017,27302,-2,0,0.0000000000
154614710017,27302,-2,0,0.0000000000
154614710017,27302,-2,0,0.0000000000
154614710017,27302,-2,0,0.0000000000
154614710017,27302,-2,0,0.0000000000
154614710017,27302,-2,0,0.0000000000
154614710017,27302,-2,0,0.0000000000
154614710017,27302,-2,0,0.0000000000
154614741291,27303,-2,0,0.0000000000
154614741291,27303,-2,0,0.0000000000
154614741291,27303,-2,0,0.0000000000
154614741291,27303,-2,0,0.0000000000
154614741291,27303,-2,0,0.0000000000
154614741291,27303,-2,0,0.0000000000
154614741291,27303,-2,0,0.0000000000
154614741291,27303,-2,0,0.0000000000
154614771255,27304,-2,0,0.0000000000
154614771255,27304,-2,0,0.0000000000
154614771255,27304,-2,0,0.0000000000
154614771255,27304,-2,0,0.0000000000
154614771255,27304,-2,0,0.0000000000
154614771255,27304,-2,0,0.0000000000
154614771255,27304,-2,0,0.0000000000
154614771255,27304,-2,0,0.0000000000
154614821366,27305,-2,0,0.0000000000
154614821366,27305,-2,0,0.0000000000
154614821366,27305,-2,0,0.0000000000
154614821366,27305,-2,0,0.0000000000
154614821366,27305,-2,0,0.0000000000
154614821366,27305,-2,0,0.0000000000
154614821366,27305,-2,0,0.0000000000
154614821366,27305,-2,0,0.0000000000
154614856416,27306,-2,0,0.0000000000
154614856416,27306,-2,0,0.0000000000
154614856416,27306,-2,0,0.0000000000
154614856416,27306,-2,0,0.0000000000
154614856416,27306,-2,0,0.0000000000
154614856416,27306,-2,0,0.0000000000
154614856416,27306,-2,0,0.0000000000
154614856416,27306,-2,0,0.0000000000
154614869984,27307,-2,0,0.0000000000
154614869984,27307,-2,0,0.0000000000
154614869984,27307,-2,0,0.0000000000
154614869984,27307,-2,0,0.0000000000
154614869984,27307,-2,0,0.0000000000
154614869984,27307,-2,0,0.0000000000
154614869984,27307,-2,0,0.0000000000
154614869984,27307,-2,0,0.0000000000
154614947478,27308,-2,0,0.0000000000
154614947478,27308,-2,0,0.0000000000
154614947478,27308,-2,0,0.0000000000
154614947478,27308,-2,0,0.0000000000
154614947478,27308,-2,0,0.0000000000
154614947478,27308,-2,0,0.0000000000
154614947478,27308,-2,0,0.0000000000
154614947478,27308,-2,0,0.0000000000
154614972623,27309,-2,0,0.0000000000
154614972623,27309,-2,0,0.0000000000
154614972623,27309,-2,0,0.0000000000
154614972623,27309,-2,0,0.0000000000
154614972623,27309,-2,0,0.0000000000
154614972623,27309,-2,0,0.0000000000
154614972623,27309,-2,0,0.0000000000
154614972623,27309,-2,0,0.0000000000
154614980052,27310,-2,0,0.0000000000
154614980052,27310,-2,0,0.0000000000
154614980052,27310,-2,0,0.0000000000
154614980052,27310,-2,0,0.0000000000
154614980052,27310,-2,0,0.0000000000
154614980052,27310,-2,0,0.0000000000
154614980052,27310,-2,0,0.0000000000
154614980052,27310,-2,0,0.0000000000
154615020089,27311,-2,0,0.0000000000
154615020089,27311,-2,0,0.0000000000
154615020089,27311,-2,0,0.0000000000
154615020089,27311,-2,0,0.0000000000
154615020089,27311,-2,0,0.0000000000
154615020089,27311,-2,0,0.0000000000
154615020089,27311,-2,0,0.0000000000
154615020089,27311,-2,0,0.0000000000
154615023901,27312,-2,0,0.0000000000
154615023901,27312,-2,0,0.0000000000
154615023901,27312,-2,0,0.0000000000
154615023901,27312,-2,0,0.0000000000
154615023901,27312,-2,0,0.0000000000
