timestamp,sequence,battery,flags,EEG-ch1,EEG-ch2,EEG-ch3,EEG-ch4,EEG-ch5,EEG-ch6,EEG-ch7,EEG-ch8,EEG-ch9,EEG-ch10,EEG-ch11,EEG-ch12,EEG-ch13,EEG-ch14,EEG-ch15,EEG-ch16
160372097924,28274,-2,0,7746.3694991769,-2109.1242318951,16196.0440424166,14127.8397749370,15529.5462812431,9033.8943384965,22521.7132605467,27490.1124011682,-1642.0306862560,-1768.1731992195,15076.9566302170,8432.7857800495,-8181.5350083526,14638.2989920531,-7719.1381936871,4879.0395751538
160372097924,28274,-2,0,7736.4284908725,-2118.4933584488,16182.2093711289,14123.4594040808,15524.2411654283,9028.4310426230,22518.6104978569,27487.3381662925,-1647.5061498263,-1773.1254518264,15073.2333149891,8430.4495822595,-8186.3777516881,14634.1376397396,-7726.2562963285,4875.9611478575
160372097924,28274,-2,0,7726.8281780792,-2122.3626860385,16146.6675287091,14119.8212627307,15523.8031283427,9026.0948448330,22517.6492498079,27485.6225210405,-1648.0901992738,-1773.6486627898,15074.5717616397,8430.4374145627,-8186.3169132040,14640.4283389971,-7723.2143721228,4878.3703518285
160372097924,28274,-2,0,7728.0327800647,-2117.8119674267,16138.6003457155,14123.1673793570,15527.7454621133,9031.1687744081,22521.7375959404,27488.6036067621,-1641.9576800751,-1767.6134851656,15079.9012128481,8435.0854747490,-8181.1213066606,14652.7055450914,-7709.9394148890,4886.3766963380
160372097924,28274,-2,0,7742.2203145602,-2108.3454992985,16169.3724509807,14129.7987741255,15534.0239936740,9037.9826846290,22526.1301344935,27494.0790703324,-1637.2122783141,-1761.9798415366,15085.0359809074,8438.2004051357,-8175.6458430903,14652.1579987344,-7706.1430934802,4889.6133036929
160372097924,28274,-2,0,7752.5871922534,-2103.0160480900,16203.8070329896,14131.9402887663,15532.4786961774,9038.3720509273,22526.7141839410,27494.3345919657,-1636.0198440255,-1760.6657302797,15084.9508070296,8437.5676849009,-8173.6138377208,14646.0376472325,-7713.8087424787,4888.3600309201
160372097924,28274,-2,0,7742.5853454649,-2107.7006113668,16198.4532463875,14130.3706558762,15534.1091675517,9038.1530323845,22526.0692960093,27493.5680270659,-1638.2952033314,-1760.7995749448,15083.7218696505,8435.4991764410,-8175.3903214570,14643.1782384791,-7718.1282748508,4885.7196407095
160372129126,28275,-2,0,7729.4685682898,-2113.9304721402,16160.5995415714,14123.8122672886,15532.6855470234,9035.9506792595,22524.3901538478,27488.8104576081,-1638.9644266566,-1763.0505988570,15079.8647097576,8431.8610350909,-8177.0329605281,14642.3873381856,-7722.0462732278,4884.8435665383
160372129126,28275,-2,0,7729.4929036834,-2115.2080803066,16142.2628224592,14121.2083801685,15531.9919883045,9037.1066104577,22523.1612164687,27486.1822350944,-1636.8594151063,-1761.5174690573,15080.5095976893,8429.6100111787,-8177.1181344058,14644.1151511344,-7725.2585451891,4884.9895789002
160372129126,28275,-2,0,7735.0657088283,-2109.5257658903,16164.4201983738,14126.1849681691,15534.1335029454,9038.5180632892,22523.3680673147,27488.2629112511,-1635.4601299716,-1759.7409853212,15081.0693117431,8429.6343465723,-8175.5241661220,14643.1417353886,-7729.0548665978,4886.3523609443
160372129126,28275,-2,0,7744.6416862280,-2107.8222883351,16199.2806497715,14128.3873212941,15535.5936265641,9040.4770624777,22524.5239985128,27490.3314197110,-1636.5065518984,-1760.1790224068,15081.4586780415,8429.6465142692,-8174.8184397063,14640.2214881511,-7729.1035373851,4886.1941808856
160372129126,28275,-2,0,7741.7214389905,-2110.6816970885,16200.1080531554,14127.3774024577,15535.2529310531,9040.0633607857,22525.3757372904,27491.4021770314,-1633.4767953895,-1761.5904752383,15083.3325033522,8431.5081718831,-8175.4024891538,14644.1151511344,-7723.6889122989,4888.8954095803
160372129126,28275,-2,0,7730.1986300992,-2111.5577712597,16169.0804262569,14128.8131906829,15535.2772664467,9039.5158144287,22527.8822828360,27494.1399088166,-1632.0410071644,-1758.3295324897,15086.7759615531,8435.7790334679,-8172.5917511877,14652.5351973359,-7715.3540399752,4894.0301776396
160372129126,28275,-2,0,7728.5073202408,-2110.2436600028,16149.1132357705,14129.0930477098,15538.4773707112,9042.3752231821,22529.7926112372,27493.8722194865,-1630.9459144503,-1756.5530487536,15087.4573525752,8436.8011200011,-8170.4867396373,14656.9764066763,-7711.2170230554,4895.0522641727
160372129126,28275,-2,0,7738.5456701197,-2102.5050048234,16167.9609981492,14133.2300646296,15538.2705198652,9042.3752231821,22530.3523252910,27494.3224242689,-1633.2942799372,-1758.4268740643,15086.4717691325,8436.5212629741,-8170.4015657596,14651.7442970424,-7712.1661034076,4891.4262905195
160372164115,28276,-2,0,7744.4835061693,-2100.0592977620,16202.8336172438,14135.3350761800,15536.5183715227,9041.7181675536,22530.5835115307,27495.4296846798,-1634.1825218052,-1760.5075502210,15086.1310736215,8438.2977467103,-8170.4745719405,14647.3760938830,-7715.8407478481,4889.2239373946
160372164115,28276,-2,0,7737.8399437040,-2107.6762759732,16207.4330066429,14132.7676921503,15535.1920925690,9039.1264481303,22530.0724682641,27496.0624049146,-1636.1415209937,-1762.0285123239,15086.7151230690,8439.2346593656,-8172.9567820924,14648.3616773257,-7717.8970886112,4888.2018508614
160372164115,28276,-2,0,7727.2540474680,-2115.1472418225,16170.7717361153,14126.5621667706,15533.5981242852,9037.3012936069,22528.3689907089,27494.2980888753,-1636.8959181967,-1765.2894550724,15086.9584770054,8439.0521439133,-8174.1857194715,14650.1138256682,-7716.4126295988,4888.7859003089
160372164115,28276,-2,0,7718.8705043570,-2115.2810864875,16144.0636415890,14125.0047015773,15532.5151992679,9036.8875919149,22527.0183763615,27491.7063694520,-1638.1491909695,-1763.8780022410,15085.3036702375,8439.3320009402,-8175.2808121856,14651.9024771011,-7713.7600716914,4890.2216885340
160372164115,28276,-2,0,7725.8304269397,-2110.4018400615,16156.4381892579,14125.6252541152,15531.7973051554,9037.8731753576,22525.7407681951,27491.7428725424,-1638.4777187837,-1763.0992696443,15084.1599067361,8440.0620627496,-8176.8382773789,14648.4225158098,-7714.6483135594,4888.6277202502
160372164115,28276,-2,0,7737.1828880755,-2107.8222883351,16189.5586600100,14126.8906945848,15526.9058910325,9034.4297171567,22521.5429127912,27489.4310101461,-1640.6800719087,-1763.9631761187,15082.5659384523,8439.0886470038,-8180.6589341813,14648.6537020494,-7712.9935067915,4888.1531800741
160372164115,28276,-2,0,7730.3324747642,-2112.0323114358,16198.0760477860,14122.3764790635,15525.6404505629,9032.1786932444,22521.2873911579,27489.5648548111,-1644.0140208382,-1766.9320941435,15080.4000884179,8437.4825110231,-8182.1920639810,14649.8461363381,-7706.8366521991,4886.6200502744
160372164115,28276,-2,0,7717.2035298923,-2117.0210671332,16167.9366627556,14119.2737163737,15524.2289977315,9029.6356446084,22519.4987397250,27487.3868370798,-1644.8900950094,-1769.2317888431,15078.5384308039,8436.8862938788,-8183.1289766364,14651.3184276536,-7704.7316406487,4886.8269011204
160372211569,28277,-2,0,7713.0543452756,-2119.2112525613,16137.8459485125,14116.4629784076,15523.9856437950,9028.6743965594,22518.2332992554,27484.1502297249,-1646.3015478409,-1771.0204402760,15077.8570397819,8434.3675806365,-8183.9563800203,14650.3450119078,-7705.3156900963,4885.4519513794
160372211569,28277,-2,0,7716.3152880242,-2116.2545022334,16144.4286724937,14117.3877233661,15521.8684645478,9027.4332914835,22515.3982258956,27483.1281431918,-1648.3822239976,-1773.0767810391,15074.3770784905,8430.7051038928,-8185.0758081280,14645.8307963865,-7711.5090477791,4882.2761825087
160372211569,28277,-2,0,7724.7475019225,-2114.5023538909,16178.6929067471,14118.2881329310,15520.6881979560,9027.6158069358,22512.9890219247,27482.5805968348,-1650.7427571812,-1774.9019355625,15072.1260545783,8429.8898682056,-8186.9374657419,14643.8596295012,-7715.4270461561,4880.1225001710
160372211569,28277,-2,0,7730.4419840356,-2113.4802673577,16198.6114264462,14119.6752503688,15522.0996507875,9028.5283841975,22514.1449531229,27484.9776331089,-1649.1366212006,-1774.0866998754,15074.0607183731,8432.2138982988,-8186.0978946612,14645.6361132373,-7714.6361458626,4881.1689220978
160372211569,28277,-2,0,7716.7654928066,-2117.5564457934,16175.3832932112,14118.8843500753,15524.3385070029,9031.5459730096,22516.8096787271,27486.6811106641,-1645.3646351855,-1770.2295399825,15078.7817847404,8435.5721826219,-8182.6057656730,14655.8934816591,-7706.4351182040,4887.3987828711
160372211569,28277,-2,0,7707.8830741259,-2118.5176938424,16145.9252992029,14119.2858840705,15530.6778770476,9037.2647905164,22520.1679630502,27488.5062651875,-1638.7940789011,-1763.0871019475,15082.4929322714,8437.4460079327,-8177.8360285184,14661.9408269801,-7701.0326608146,4892.6430602018
160372211569,28277,-2,0,7716.8506666844,-2116.0719867810,16153.1164080252,14123.5932487458,15536.7130546718,9045.1251226640,22525.9232836475,27491.9132202980,-1633.6106400545,-1755.2632728903,15086.5934461007,8441.4005094001,-8171.9711986497,14667.7691537582,-7700.1809220370,4898.1550268626
160372211569,28277,-2,0,7731.9507784417,-2106.0214692053,16191.8096839222,14130.2976496953,15541.7626488533,9052.1215483372,22529.6831019658,27498.6176212474,-1628.1960149683,-1748.6197104250,15090.5966183555,8444.8804706915,-8167.5421570062,14668.2193585407,-7696.7131284424,4902.1581991173
160372276654,28278,-2,0,7733.2040512144,-2105.2427366086,16214.0522337145,14132.3783258520,15541.7991519438,9052.4865792419,22529.7561081467,27500.6131235264,-1628.4515366016,-1747.5367854078,15090.7182953237,8445.4280170485,-8169.0144483217,14662.9264104227,-7696.1655820854,4899.6394858750
160372276654,28278,-2,0,7725.3437190668,-2112.3608392500,16188.6947535355,14126.4648251960,15538.0393336255,9049.1039595251,22527.1643887234,27498.9826521521,-1631.0797591154,-1750.7125542785,15089.3555132795,8442.7389560507,-8173.4921607526,14659.8966539138,-7701.3125178415,4898.6417347355
160372276654,28278,-2,0,7715.1836922197,-2115.5487758176,16153.8829729251,14123.3742302030,15536.7738931559,9046.1593768940,22525.1080479603,27492.6797851978,-1632.7223981865,-1755.0077512570,15085.2671671470,8438.3585851944,-8174.6967627381,14657.0129097668,-7706.3621120230,4896.4393816106
160372276654,28278,-2,0,7716.4491326892,-2111.0832310836,16152.8243833015,14123.9217765600,15536.5305392195,9044.9182718181,22522.5893347180,27489.1754885128,-1635.1924406415,-1756.5773841472,15083.1621555967,8434.5014253015,-8174.9887874618,14654.8105566418,-7711.3021969331,4891.7791537274
160372276654,28278,-2,0,7731.0625365736,-2104.2328177723,16186.6870835597,14127.8397749370,15533.2209256836,9044.9426072117,22521.4455712166,27486.9366322974,-1637.4799676442,-1756.4800425726,15080.3757530242,8431.3864949148,-8175.8526939362,14654.2021718007,-7713.1638545470,4889.3212789691
160372276654,28278,-2,0,7731.9994492290,-2107.9317976065,16209.8422106138,14124.5301614012,15532.9532363535,9042.3873908789,22518.9633610648,27487.0461415688,-1640.4853887595,-1760.1790224068,15077.6866920263,8430.0480482643,-8178.6147611150,14655.3946060893,-7711.0831783903,4886.8755719077
160372276654,28278,-2,0,7715.7190708799,-2117.7511289426,16187.9281886357,14116.6576615567,15529.2299211257,9038.1652000813,22516.4324801256,27484.2597389963,-1643.0406050923,-1763.2209466125,15077.2243195471,8429.3301541518,-8180.2452324893,14660.5658772391,-7707.0313353483,4888.1775154678
160372276654,28278,-2,0,7705.8875718469,-2124.4433621952,16152.9582279665,14112.2042845195,15527.1614126658,9037.7393306925,22515.6294121353,27483.0551370109,-1642.8824250336,-1763.0505988570,15079.2198218260,8430.7902777705,-8181.6323499271,14660.6145480264,-7705.7537271819,4888.8710741867
160372347792,28282,-2,0,7667.4011467960,-2128.3856959658,16170.8447422963,14118.8843500753,15532.8923978694,9041.4748136172,22522.7475147767,27489.3580039651,-1639.7674946470,-1761.5539721478,15084.2450806139,8438.5045975563,-8173.0054528797,14661.9286592832,-7698.4166059976,4898.7999147942
160372347792,28282,-2,0,7653.8219971416,-2132.4862097952,16139.4034137058,14114.2606252826,15529.8139705732,9039.5401498223,22523.1490487718,27488.6766129431,-1642.7972511559,-1765.0947719233,15084.0625651616,8437.2756601771,-8175.2686444887,14654.6158734926,-7699.9619034942,4898.2036976499
160372347792,28282,-2,0,7655.6593193618,-2129.1522608657,16147.3367520343,14113.9564328620,15527.8914744752,9037.0822750641,22520.8006832850,27488.0803957987,-1645.2794613077,-1767.4309697133,15082.3955906968,8436.2414059472,-8178.1645563326,14647.5099385480,-7705.5103732454,4895.1496057473
160372347792,28282,-2,0,7667.5106560674,-2126.8769015598,16183.0489422097,14116.3534691362,15526.3705123723,9037.0336042768,22521.5429127912,27490.0880657745,-1645.2794613077,-1767.1146095959,15082.6876154206,8436.3144121281,-8179.2961521371,14649.2620868906,-7712.0200910457,4894.6507301776
160372347792,28282,-2,0,7665.8923523899,-2129.8701549782,16195.0827943676,14115.4043887840,15523.9856437950,9035.2327851470,22520.2653046248,27490.9154691585,-1648.0658638802,-1770.8135894300,15082.3225845159,8436.5699337614,-8181.9365423477,14649.8826394285,-7715.9624248163,4892.8742464414
160372347792,28282,-2,0,7650.8895822072,-2142.0500194980,16162.7167208185,14107.4223796681,15516.3686655839,9026.5207142218,22514.1084500324,27487.1678185370,-1652.6409178856,-1774.2813830246,15079.5726850339,8435.4383379569,-8186.3655839913,14649.0187329541,-7715.8164124545,4890.4407070768
160372347792,28282,-2,0,7648.4438751458,-2143.2667891803,16132.0419571279,14102.9933380246,15515.6507714713,9027.0074220947,22515.0575303846,27486.2065704880,-1654.0158676266,-1774.8654324721,15078.8791263150,8435.0246362649,-8187.5093474926,14649.8704717317,-7709.1241792018,4887.9584969250
160372347792,28282,-2,0,7657.3993000075,-2137.4993008862,16137.8702839061,14104.8184925480,15516.3199947966,9026.9587513074,22514.8871826291,27488.3115820384,-1654.4417370154,-1774.9019355625,15077.6501889359,8434.3432452428,-8187.2903289498,14650.1868318491,-7705.4251993677,4886.8634042109
160372385220,28283,-2,0,7670.9054434810,-2131.4154524748,16174.7627406733,14109.8802544264,15516.4538394616,9027.3602853025,22515.2643812306,27489.7473702635,-1654.9527802820,-1776.3377237877,15074.5474262460,8433.5888480398,-8187.8743783973,14650.5518627538,-7704.4031128345,4884.0404985480
160372385220,28283,-2,0,7675.3831559118,-2131.7196448953,16193.9633662599,14110.2696207247,15516.1618147379,9027.7618192977,22515.7632568003,27488.8347930018,-1655.0987926439,-1776.5567423305,15072.5275885734,8433.6010157366,-8186.8766272578,14652.9367313311,-7706.0822549961,4883.1157535894
160372385220,28283,-2,0,7668.0703701212,-2132.8390730030,16174.0448465607,14109.5638943090,15518.6561925866,9029.4287937624,22515.8362629813,27488.6036067621,-1653.8576875679,-1775.4616496164,15072.7466071162,8433.4915064652,-8185.3434974581,14652.5108619423,-7707.7005586735,4883.7971446115
160372385220,28283,-2,0,7661.1226152353,-2132.6687252475,16145.2925789681,14109.0893541329,15522.8783833841,9032.4463825745,22516.9800264826,27487.6788618036,-1649.9883599782,-1772.0303591123,15074.1823953413,8432.9317924114,-8181.5958468367,14651.8659740107,-7709.4892101065,4885.5857960445
